repository,stars,created_at,age_days,age_years,total_accepted_pull_requests,total_releases,pushed_at,days_since_last_update,primary_language,issues_open,issues_closed,issues_closed_ratio
alvarotrigo/fullPage.js,35408,2013-09-20T11:58:29Z,4715,12.91,327,109,2026-03-17T16:13:31Z,153,JavaScript,110,4045,0.974
casey/just,35340,2016-06-17T06:08:08Z,3714,10.17,1794,146,2026-08-12T23:47:50Z,5,Rust,170,1298,0.884
kuchin/awesome-cto,35336,2016-12-16T19:22:18Z,3531,9.67,18,0,2026-03-02T12:50:21Z,169,N/A,0,15,1.0
tailscale/tailscale,35313,2020-01-31T22:00:03Z,2390,6.54,8701,159,2026-08-18T12:48:25Z,0,Go,3989,6590,0.623
nativefier/nativefier,35285,2015-07-05T05:56:42Z,4062,11.12,261,99,2023-09-29T13:45:16Z,1053,TypeScript,255,982,0.794
typicode/husky,35276,2014-06-23T12:14:21Z,4439,12.15,263,80,2026-03-19T23:03:16Z,151,JavaScript,82,1032,0.926
geekcomputers/Python,35260,2011-11-30T09:04:08Z,5375,14.72,2034,0,2026-08-17T11:05:26Z,1,Python,380,162,0.299
sahat/hackathon-starter,35246,2013-11-13T17:24:12Z,4660,12.76,607,18,2026-08-17T13:29:59Z,0,JavaScript,1,727,0.999
VectifyAI/PageIndex,35228,2025-04-01T10:53:54Z,504,1.38,89,7,2026-08-18T09:10:46Z,0,Python,68,53,0.438
blakeblackshear/frigate,35174,2019-01-26T13:52:38Z,2760,7.56,4157,81,2026-08-17T21:26:55Z,0,TypeScript,77,5953,0.987
fxsjy/jieba,35119,2012-09-29T07:52:01Z,5071,13.88,96,9,2024-08-21T09:23:45Z,727,Python,646,231,0.263
geekan/HowToLiveLonger,35102,2022-04-16T04:15:18Z,1585,4.34,14,0,2025-05-19T14:10:41Z,455,N/A,39,103,0.725
utmapp/UTM,35046,2019-04-12T16:09:24Z,2684,7.35,292,130,2026-08-05T07:54:18Z,13,Swift,1074,2630,0.71
unknwon/the-way-to-go_ZH_CN,35037,2013-03-24T17:18:38Z,4894,13.4,592,0,2024-08-14T07:04:25Z,734,Go,0,0,N/A
netty/netty,35035,2010-11-09T09:22:21Z,5761,15.77,5761,13,2026-08-18T12:31:34Z,0,Java,583,6365,0.916
bumptech/glide,35026,2013-07-08T22:52:33Z,4788,13.11,640,59,2026-08-17T07:19:17Z,1,Java,593,3941,0.869
DayuanJiang/next-ai-draw-io,35025,2025-03-23T15:03:48Z,512,1.4,443,18,2026-08-18T04:52:10Z,0,TypeScript,143,189,0.569
sorrycc/awesome-javascript,35016,2014-07-01T15:59:02Z,4430,12.13,413,0,2026-08-17T07:30:04Z,1,N/A,5,107,0.955
hehonghui/awesome-english-ebooks,35001,2022-06-28T02:45:44Z,1512,4.14,0,0,2026-08-14T21:46:01Z,3,CSS,0,0,N/A
zellij-org/zellij,34974,2020-09-01T14:04:28Z,2176,5.96,1523,69,2026-08-18T06:54:02Z,0,Rust,1527,1303,0.46
awesome-foss/awesome-sysadmin,34921,2014-12-23T08:41:22Z,4256,11.65,369,0,2026-08-16T10:22:10Z,2,N/A,0,108,1.0
laravel/framework,34872,2013-01-10T21:27:28Z,4967,13.6,18485,964,2026-08-18T12:32:45Z,0,PHP,56,19254,0.997
gitroomhq/postiz-app,34817,2023-07-08T17:24:22Z,1136,3.11,295,199,2026-08-18T11:32:11Z,0,TypeScript,160,630,0.797
esengine/DeepSeek-Reasonix,34753,2026-04-21T08:27:02Z,119,0.33,3345,184,2026-08-18T12:47:46Z,0,Go,1110,2987,0.729
facebookresearch/detectron2,34670,2019-09-05T21:30:20Z,2538,6.95,0,10,2026-07-24T22:21:57Z,24,Python,472,3102,0.868
qishibo/AnotherRedisDesktopManager,34641,2019-01-08T06:01:56Z,2779,7.61,161,55,2026-08-18T05:17:24Z,0,JavaScript,146,971,0.869
TheAlgorithms/C-Plus-Plus,34583,2016-07-16T10:19:45Z,3685,10.09,705,0,2025-10-11T14:51:22Z,310,C++,10,334,0.971
BVLC/caffe,34562,2013-09-12T18:39:48Z,4722,12.93,1087,14,2024-07-31T23:10:28Z,747,C++,1289,3939,0.753
lissy93/web-check,34529,2023-06-25T14:32:11Z,1149,3.15,74,3,2026-08-11T09:01:27Z,7,TypeScript,4,145,0.973
v2fly/v2ray-core,34484,2019-04-15T10:05:54Z,2682,7.34,1037,130,2026-08-17T22:52:51Z,0,Go,26,1087,0.977
ocrmypdf/OCRmyPDF,34481,2013-12-20T08:26:28Z,4624,12.66,202,62,2026-08-18T07:07:50Z,0,Python,92,1268,0.932
kovidgoyal/kitty,34454,2016-10-16T14:48:28Z,3592,9.83,1492,143,2026-08-18T03:33:52Z,0,Python,9,6982,0.999
nothings/stb,34426,2014-05-25T16:51:23Z,4467,12.23,294,0,2026-08-02T06:42:09Z,16,C,249,738,0.748
raysan5/raylib,34381,2013-10-24T15:46:04Z,4680,12.81,2658,25,2026-08-18T12:33:31Z,0,C,13,2214,0.994
derailed/k9s,34379,2019-01-25T18:46:02Z,2761,7.56,1065,258,2026-08-18T09:21:22Z,0,Go,47,2327,0.98
anthropics/financial-services,34376,2026-02-23T19:24:50Z,175,0.48,40,0,2026-08-04T14:41:29Z,13,Python,79,9,0.102
SeleniumHQ/selenium,34373,2013-01-14T21:40:56Z,4963,13.59,4159,120,2026-08-18T10:56:28Z,0,Java,98,11132,0.991
CMU-Perceptual-Computing-Lab/openpose,34371,2017-04-24T14:06:31Z,3402,9.31,174,15,2024-08-03T01:59:11Z,745,C++,340,1667,0.831
huggingface/diffusers,34337,2022-05-30T16:04:02Z,1540,4.22,6018,92,2026-08-18T11:56:03Z,0,Python,806,4723,0.854
xitu/gold-miner,34329,2015-11-04T03:29:13Z,3940,10.79,3563,0,2024-04-17T09:44:37Z,853,N/A,14,5590,0.998
jaredpalmer/formik,34323,2017-06-14T19:50:59Z,3351,9.17,836,200,2025-11-10T17:02:06Z,280,TypeScript,703,1567,0.69
nodejs/node-v0.x-archive,34288,2009-05-27T16:29:46Z,6291,17.22,218,0,2024-08-15T20:32:32Z,732,N/A,0,6379,1.0
python-poetry/poetry,34286,2018-02-28T15:23:47Z,3092,8.47,2542,151,2026-08-17T22:01:20Z,0,Python,488,5871,0.923
TheAlgorithms/JavaScript,34214,2017-07-13T06:12:33Z,3323,9.1,798,0,2026-03-07T14:45:13Z,163,JavaScript,21,203,0.906
balena-io/etcher,34187,2015-10-27T16:53:23Z,3947,10.81,1733,291,2026-06-02T09:25:23Z,77,TypeScript,640,1862,0.744
openai/CLIP,34187,2020-12-16T11:24:42Z,2071,5.67,30,0,2026-03-25T18:46:40Z,145,Jupyter Notebook,252,193,0.434
swc-project/swc,34177,2017-12-22T11:40:14Z,3161,8.65,6168,816,2026-08-18T12:10:54Z,0,Rust,354,3878,0.916
backstage/backstage,34167,2020-01-24T22:39:49Z,2397,6.56,21588,541,2026-08-18T11:45:36Z,0,TypeScript,182,7550,0.976
ehang-io/nps,34164,2018-11-04T13:22:51Z,2843,7.78,74,59,2024-05-30T03:51:08Z,810,Go,505,699,0.581
zenorocha/clipboard.js,34124,2015-09-18T23:04:55Z,3986,10.91,117,42,2026-02-12T18:51:57Z,186,JavaScript,11,618,0.983
seaweedfs/seaweedfs,34121,2014-07-14T16:41:37Z,4417,12.09,5285,316,2026-08-18T04:22:06Z,0,Go,684,3334,0.83
testerSunshine/12306,34093,2017-05-17T12:23:40Z,3380,9.25,31,1,2023-04-02T03:19:43Z,1234,Python,224,466,0.675
xkcoding/spring-boot-demo,34080,2017-11-10T06:27:29Z,3203,8.77,15,0,2024-07-24T02:02:52Z,755,Java,101,74,0.423
lllyasviel/ControlNet,34076,2023-02-01T02:43:30Z,1294,3.54,5,0,2024-02-25T09:49:39Z,905,Python,438,138,0.24
zxing/zxing,34068,2011-10-12T14:07:27Z,5423,14.85,387,32,2026-08-17T06:52:29Z,1,Java,0,1352,1.0
aristocratos/btop,34066,2021-05-06T18:40:21Z,1929,5.28,454,55,2026-08-08T19:49:45Z,9,C++,458,525,0.534
lightpanda-io/browser,34051,2023-02-07T15:19:34Z,1287,3.52,2470,20,2026-08-18T12:00:47Z,0,Zig,75,426,0.85
qdrant/qdrant,34044,2020-05-30T21:37:01Z,2270,6.21,6643,116,2026-08-18T12:51:37Z,0,Rust,489,1470,0.75
fish-shell/fish-shell,34032,2012-05-10T03:00:55Z,5213,14.27,2212,67,2026-08-17T02:22:22Z,1,Rust,515,7668,0.937
OpenBMB/ChatDev,34019,2023-08-28T02:18:13Z,1086,2.97,161,12,2026-07-24T08:01:27Z,25,Python,46,287,0.862
chenfei-wu/TaskMatrix,34011,2023-03-02T09:04:28Z,1265,3.46,21,0,2024-01-06T02:41:20Z,955,Python,228,136,0.374
MonitorControl/MonitorControl,33990,2017-09-16T21:13:40Z,3257,8.92,223,26,2026-08-11T12:43:28Z,7,Swift,12,1014,0.988
agentscope-ai/QwenPaw,33960,2026-02-24T03:42:56Z,175,0.48,2199,107,2026-08-18T10:56:26Z,0,Python,674,2863,0.809
atlassian/react-beautiful-dnd,33951,2017-08-09T03:37:15Z,3296,9.02,531,68,2025-08-18T04:35:31Z,365,JavaScript,571,1047,0.647
NginxProxyManager/nginx-proxy-manager,33896,2017-12-20T23:01:16Z,3162,8.66,740,88,2026-08-12T03:02:03Z,6,TypeScript,752,2567,0.773
pcottle/learnGitBranching,33892,2012-08-13T22:36:09Z,5117,14.01,692,0,2026-08-18T03:32:44Z,0,JavaScript,57,492,0.896
lib-pku/libpku,33859,2018-11-22T13:33:06Z,2825,7.73,22,0,2022-01-05T04:09:27Z,1686,TeX,11,32,0.744
carbon-language/carbon-lang,33856,2020-04-27T21:45:16Z,2303,6.31,5665,764,2026-08-18T02:45:53Z,0,C++,209,659,0.759
TabbyML/tabby,33828,2023-03-16T09:18:01Z,1251,3.43,3002,249,2026-06-30T20:38:02Z,48,Rust,258,756,0.746
explosion/spaCy,33826,2014-07-03T15:15:40Z,4428,12.12,3603,137,2026-08-07T11:44:36Z,11,Python,176,5594,0.969
K-Dense-AI/scientific-agent-skills,33801,2025-10-19T20:54:15Z,302,0.83,76,101,2026-08-17T23:43:12Z,0,Python,2,75,0.974
halfrost/LeetCode-Go,33794,2017-07-18T00:06:14Z,3318,9.08,182,5,2026-08-05T15:34:29Z,12,Go,0,82,1.0
SerenityOS/serenity,33757,2018-12-02T19:28:41Z,2815,7.71,20151,0,2026-08-18T09:39:21Z,0,C++,726,3589,0.832
k3s-io/k3s,33756,2018-05-31T01:37:46Z,3001,8.22,4865,1000,2026-08-17T23:08:42Z,0,Go,53,7637,0.993
mli/paper-reading,33704,2021-10-22T06:34:51Z,1761,4.82,15,0,2025-03-22T03:49:35Z,514,N/A,0,0,N/A
Pythagora-io/gpt-pilot,33695,2023-08-16T11:56:07Z,1098,3.01,397,0,2026-06-18T18:38:25Z,60,Python,243,316,0.565
alibaba/easyexcel,33673,2018-02-06T03:14:08Z,3115,8.53,190,14,2024-10-29T06:07:07Z,658,Java,489,3128,0.865
anoma/anoma,33662,2021-02-02T10:00:16Z,2023,5.54,898,12,2026-06-15T14:56:43Z,63,Elixir,90,630,0.875
anthropics/claude-plugins-official,33652,2025-11-20T18:36:20Z,270,0.74,3168,0,2026-08-18T09:53:42Z,0,Python,898,173,0.162
valinet/ExplorerPatcher,33647,2021-08-09T14:17:24Z,1834,5.02,24,300,2026-07-06T12:44:31Z,43,C,354,2450,0.874
Blankj/AndroidUtilCode,33636,2016-07-30T18:18:32Z,3670,10.05,88,117,2024-08-15T10:38:10Z,733,Java,312,1285,0.805
bayandin/awesome-awesomeness,33611,2014-07-08T05:44:19Z,4424,12.11,197,0,2024-06-02T22:46:41Z,806,Ruby,19,52,0.732
binwiederhier/ntfy,33586,2021-10-23T19:25:32Z,1759,4.82,421,108,2026-08-11T21:43:48Z,6,Go,324,950,0.746
shadowsocks/shadowsocks,33562,2012-04-20T13:10:49Z,5232,14.32,70,2,2024-04-01T09:07:32Z,869,Python,0,0,N/A
apache/kafka,33546,2011-08-15T18:06:16Z,5481,15.01,13853,0,2026-08-18T12:45:25Z,0,Java,0,0,N/A
tinygrad/tinygrad,33463,2020-10-18T16:23:12Z,2129,5.83,12331,15,2026-08-18T12:36:34Z,0,Python,113,1069,0.904
XX-net/XX-Net,33452,2015-01-15T09:35:51Z,4233,11.59,364,390,2026-06-21T23:53:56Z,57,Python,7922,5445,0.407
microsoft/WSL,33432,2016-04-06T17:32:56Z,3785,10.36,1423,107,2026-08-18T10:57:50Z,0,C++,911,11522,0.927
AFNetworking/AFNetworking,33395,2011-05-31T21:28:44Z,5557,15.21,710,40,2023-01-17T19:30:05Z,1308,Objective-C,0,0,N/A
nicolargo/glances,33371,2011-12-04T08:49:15Z,5371,14.7,829,61,2026-08-18T11:20:49Z,0,Python,96,2124,0.957
lutzroeder/netron,33363,2010-12-26T12:53:43Z,5714,15.64,1,9,2026-08-18T12:11:10Z,0,JavaScript,15,1257,0.988
mckaywrigley/chatbot-ui,33339,2023-03-11T14:53:14Z,1255,3.44,281,0,2024-08-03T00:38:07Z,745,TypeScript,193,819,0.809
MetaCubeX/mihomo,33321,2021-05-20T11:06:33Z,1916,5.25,323,62,2026-08-18T00:18:57Z,0,Python,449,1534,0.774
langfuse/langfuse,33320,2023-05-18T17:47:09Z,1187,3.25,7538,654,2026-08-18T12:46:14Z,0,TypeScript,306,2557,0.893
google/comprehensive-rust,33313,2022-12-21T15:17:24Z,1335,3.66,2512,0,2026-08-05T08:02:33Z,13,Rust,117,256,0.686
remix-run/remix,33310,2020-10-26T19:57:28Z,2121,5.81,4037,639,2026-08-18T02:30:35Z,0,TypeScript,27,2747,0.99
alibaba/nacos,33280,2018-06-15T06:49:27Z,2986,8.18,3886,98,2026-08-18T12:15:06Z,0,Java,167,9618,0.983
motiondivision/motion,33274,2018-11-16T09:48:38Z,2832,7.75,1284,0,2026-08-18T11:26:57Z,0,TypeScript,104,1839,0.946
zeromicro/go-zero,33262,2020-08-07T15:37:57Z,2201,6.03,2511,154,2026-08-17T19:53:59Z,0,Go,111,1884,0.944
dgtlmoon/changedetection.io,33225,2021-01-27T16:03:30Z,2028,5.55,1171,216,2026-08-16T16:33:00Z,1,Python,313,1427,0.82
waydabber/BetterDisplay,33218,2021-10-24T08:32:56Z,1759,4.82,2,132,2026-08-11T17:42:33Z,6,N/A,219,3070,0.933
certbot/certbot,33202,2014-11-12T02:52:20Z,4297,11.76,4130,72,2026-08-12T23:58:22Z,5,Python,123,5449,0.978
bilibili/ijkplayer,33195,2013-06-03T04:12:04Z,4824,13.21,35,0,2024-08-13T00:53:33Z,735,C,2836,2545,0.473
linshenkx/prompt-optimizer,33176,2025-02-12T06:06:49Z,552,1.51,60,47,2026-08-13T14:23:12Z,4,TypeScript,7,217,0.969
qier222/YesPlayMusic,33161,2020-10-09T10:04:21Z,2139,5.86,297,32,2026-06-14T12:57:40Z,64,Vue,646,1203,0.651
vbenjs/vue-vben-admin,33158,2020-07-11T02:29:21Z,2229,6.1,1917,63,2026-08-17T20:09:51Z,0,Vue,72,4062,0.983
cursor/cursor,33127,2023-03-12T00:19:42Z,1255,3.44,49,0,2026-05-12T15:25:06Z,97,N/A,0,0,N/A
pear-devs/pear-desktop,33101,2019-04-19T18:14:40Z,2677,7.33,1659,88,2026-08-18T02:51:46Z,0,TypeScript,540,1535,0.74
Leey21/awesome-ai-research-writing,33061,2026-01-30T07:59:30Z,200,0.55,0,0,2026-05-18T12:38:36Z,92,N/A,5,21,0.808
datawhalechina/happy-llm,33040,2024-05-28T03:22:50Z,812,2.22,30,3,2026-08-08T17:18:48Z,9,Jupyter Notebook,53,81,0.604
immutable-js/immutable-js,33039,2014-07-02T06:02:29Z,4430,12.13,682,100,2026-08-17T09:22:33Z,1,TypeScript,99,1177,0.922
binarywang/WxJava,33026,2016-01-06T08:24:05Z,3877,10.61,1274,31,2026-08-18T07:12:09Z,0,Java,12,2519,0.995
ibraheemdev/modern-unix,33016,2021-01-12T00:50:14Z,2044,5.6,15,0,2024-09-10T19:48:56Z,706,N/A,55,30,0.353
adobe/brackets,33013,2011-12-07T21:14:40Z,5367,14.69,4332,69,2022-06-12T08:19:24Z,1528,JavaScript,2615,7063,0.73
gulpjs/gulp,32951,2013-07-04T05:26:06Z,4793,13.12,412,24,2026-02-09T06:30:13Z,190,JavaScript,30,1906,0.985
tokio-rs/tokio,32943,2016-09-09T22:31:36Z,3629,9.94,4008,154,2026-08-17T19:51:44Z,0,Rust,313,2368,0.883
0xAX/linux-insides,32929,2015-01-03T18:44:57Z,4244,11.62,650,0,2026-08-17T08:46:28Z,1,Python,18,177,0.908
FreeCAD/FreeCAD,32926,2012-09-09T08:25:02Z,5091,13.94,14480,114,2026-08-18T05:35:46Z,0,C++,3516,9134,0.722
